CRAMERFLAGS,Cramer rules,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([2H])([2H])([2H])N([H])C(=O)C1=C(C([H])=C(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])N=N1)N([H])C3=C(C(=C([H])C([H])=C3[H])C4=NN(C([H])([H])[H])C([H])=N4)OC([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12N,22N,33N",C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])N2C([H])([H])C([H])([H])C3=C(C([H])=C(C(=C3[H])OC([2H])([2H])[2H])OC([2H])([2H])[2H])[C@]2([H])C([H])([H])C1=O
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@]1([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])[C@]4(C([H])([H])[H])[C@]3([C@]([H])(C([H])([H])[C@]2(C([H])([H])[H])[C@]1(C(=O)C([H])([H])O[H])O[H])O[H])F
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@]1([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])[C@]4(C([H])([H])[H])[C@]3([C@]([H])(C([H])([H])[C@]2(C([H])([H])[H])[C@]1(C(=O)C([H])([H])OC(=O)C([H])([H])[H])O[H])O[H])F
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@]1([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])[C@]4(C([H])([H])[H])[C@]3([C@]([H])(C([H])([H])[C@]2(C([H])([H])[H])[C@]1(C(=O)C([H])([H])OC(=O)C5=C([H])C([H])=C([H])C(=C5[H])S(=O)(=O)O[H])O[H])O[H])F
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C1=C([H])C([H])=C(C([H])=C1[H])Br)C2=NC([H])=C([H])C([H])=C2[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C1=C([H])C([H])=C(C([H])=C1[H])Cl)C2=NC([H])=C([H])C([H])=C2[H].C(\[H])(=C(\[H])/C(=O)O[H])/C(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C(=C1[H])C(F)(F)F
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])[C@]([H])(C([H])([H])[H])C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])[C@@]([H])(C1=C([H])C([H])=C([H])C(=C1[H])C(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])C(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C(C([H])([H])[S@@](=O)C2=NC3=C(C([H])=C([H])C([H])=C3[H])N2[H])N=C([H])C([H])=C1OC([H])([H])C(F)(F)F
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12Y,13Y,14Y,15N,33N",C([H])([H])([H])C1=C([H])C([H])=C([H])C(=C1C([H])([H])[H])[C@]([H])(C([H])([H])[H])C2=C([H])N([H])C([H])=N2
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12N,22N,33N",C([H])([H])([H])OC(=O)[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20N,22N,33N",C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])O[H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@@]([H])(C([H])([H])N1C([H])([H])C(=O)N([H])C(=O)C1([H])[H])N2C([H])([H])C(=O)N([H])C(=O)C2([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])[C@@]([H])(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12N,22N,33N",C([H])([H])([H])N1C([H])([H])C([H])([H])[C@]23C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])[C@]1([H])C([H])([H])C4=C([H])C([H])=C(C([H])=C42)OC([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C([H])([H])C(=O)O[C@@](C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])([C@]([H])(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C2=C([H])C([H])=C([H])C([H])=C2[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C(C(=C(C([H])=C1C([H])([H])[C@]([H])(C(=O)O[H])N([H])[H])I)OC2=C([H])C(=C(C(=C2[H])I)O[H])I)I
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])[C@@]12C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C3=C([H])C([H])=C(C([H])=C31)O[H])[C@]2([H])N([H])[H]
,Low (Class I),,"1N,2N,3N,5Y",C([H])(=O)[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O[H])O[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C(=O)OC1=C2C(=C([H])C([H])=C1[H])C(=O)C3=C([H])C(=C([H])C(=C3C2=O)OC(=O)C([H])([H])[H])C(=O)O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])=C1C([H])([H])C([H])([H])[C@@]2([H])[C@@]([H])(/C(/[H])=C(\C([H])([H])[H])/C(=O)[C@]3(C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])([C@]3([H])[C@@]1([H])OC(=O)C([H])([H])[H])OC(=O)C4=C([H])C([H])=C([H])C([H])=C4[H])OC(=O)C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20N,22N,33N",C([H])([H])(C([H])(C([H])([H])N(C([H])([H])C(=O)O[H])C([H])([H])C(=O)O[H])O[H])N(C([H])([H])C(=O)O[H])C([H])([H])C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C(=O)OC1=C([H])C([H])=C2C([H])([H])[C@]3([H])[C@]4([H])C([H])=C([H])[C@@]([H])([C@@]5([H])[C@]4(C([H])([H])C([H])([H])N3C([H])([H])[H])C2=C1O5)OC(=O)C([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C(=O)N([H])C1=C(C(=C(C(=C1I)N([H])C(=O)C([H])([H])[H])I)C(=O)O[H])I
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N1C2=C(C([H])=C(C([H])=C2[H])Cl)C(=NC([H])([H])C1=O)C3=C([H])C([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])(N([H])C(=O)N(C([H])([H])O[H])C1([H])C(=O)N(C([H])([H])O[H])C(=O)N1C([H])([H])O[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=NS(=O)(=O)C2=C([H])C(=C([H])C([H])=C2N1[H])Cl
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])([H])C([H])([H])[C@]([H])([C@]([H])(O[C@]1([H])C([H])([H])N([H])[H])O[C@]2([H])[C@]([H])(C([H])([H])[C@]([H])([C@@]([H])([C@@]2([H])O[H])O[C@]3([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O3)O[H])N([H])[H])O[H])N([H])[H])N([H])[H])N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N1C2=C(C([H])=C([H])C([H])=C2[H])N(C([H])([H])[H])C3=C(C([H])=C([H])C([H])=C3[H])C1=O
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C([H])C(=O)N(C2=C([H])C([H])=C([H])C([H])=C2[H])N1C([H])([H])[H].C([H])(C(Cl)(Cl)Cl)(O[H])O[H].C([H])(C(Cl)(Cl)Cl)(O[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])(C(=O)O[H])(Cl)Cl
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C(C([H])([H])O[H])C(=C([H])C(=C1[H])Cl)Cl
,High (Class III),,"1N,2N,3Y,4N",[Cr](=O)(=O)([O-])O[Cr](=O)(=O)[O-]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C(=C(C([H])=C1[H])N([H])C2=C(C([H])=C([H])C([H])=C2Cl)Cl)C([H])([H])C(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C(C(=C(C([H])=C1S(=O)(=O)N([H])[H])S(=O)(=O)N([H])[H])Cl)Cl
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C(C(=NO1)C2=C(C([H])=C([H])C([H])=C2Cl)Cl)C(=O)N([H])[C@]3([H])C(=O)N4[C@@]([H])(C(=O)O[H])C(C([H])([H])[H])(C([H])([H])[H])S[C@]34[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8Y,9Y",C1([H])=C([H])C2=C(C([H])=C1[H])OC(=O)C(=C2O[H])C([H])([H])C3=C(C4=C(C([H])=C([H])C([H])=C4[H])OC3=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23N,24N,25N,26N,22N,33N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])OC(=O)C1(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])([H])C([H])([H])[C@]([H])(N2C([H])=NC3=C2N([H])C([H])=NC3=O)O[C@]1([H])C([H])([H])O[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])/C(/[H])=C(\C1=C([H])C([H])=C(C([H])=C1[H])O[H])/C(=C(\[H])/C([H])([H])[H])/C2=C([H])C([H])=C(C([H])=C2[H])O[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])[C@@]12C([H])([H])C([H])([H])C3=C4C([H])([H])C([H])([H])C(=O)C([H])=C4C([H])([H])C([H])([H])[C@@]3([H])[C@]2([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])C#N)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC(=O)C1=C(C([H])=C([H])C([H])=C1[H])C(=O)C2=C([H])C([H])=C(C([H])=C2O[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C([H])([H])/C(=C(/C([H])([H])C([H])([H])[H])\C1=C([H])C([H])=C(C([H])=C1[H])O[H])/C2=C([H])C([H])=C(C([H])=C2[H])O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C(=O)C1=C([H])C(=C([H])C([H])=C1[H])C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])[C@]([H])(C(=O)N([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)N1C([H])([H])C([H])([H])C(C([H])([H])C1([H])[H])(C(=O)O[H])N([H])[H])N([H])C(=O)[C@@]([H])(C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])N([H])C(=O)[C@@]([H])(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])N([H])[H]
,High (Class III),,"1N,2Y",C1([H])=C([H])C([H])=C(C([H])=C1[H])C2(C([H])([H])C([H])([H])N(C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C(C#N)(C3=C([H])C([H])=C([H])C([H])=C3[H])C4=C([H])C([H])=C([H])C([H])=C4[H])C(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@@]([H])(C4=C([H])C(=O)C([H])=C([H])[C@]4(C([H])([H])[H])[C@]3([C@]([H])(C([H])([H])[C@]2(C([H])([H])[H])[C@]1(C(=O)C([H])([H])O[H])O[H])O[H])F)F
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C(C([H])=C(C(=C1[H])O[H])C(=O)O[H])C2=C(C([H])=C(C([H])=C2[H])F)F
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@]1([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@@]([H])(C4=C([H])C(=O)C([H])=C([H])[C@]4(C([H])([H])[H])[C@]3([C@]([H])(C([H])([H])[C@]2(C([H])([H])[H])[C@@]1([H])C(=O)C([H])([H])O[H])O[H])F)F
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])C([H])([H])C(=O)O[C@@]1(C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@@]([H])(C4=C([H])C(=O)C([H])=C([H])[C@]4(C([H])([H])[H])[C@]3([C@]([H])(C([H])([H])[C@@]21C([H])([H])[H])O[H])F)F)C(=O)C([H])([H])OC(=O)C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8Y,9N,10N,11N,12N,22N,33N",C([H])([H])([H])[C@]1([H])[C@]([H])([C@]([H])(C([H])([H])[C@@]([H])(O1)O[C@]2([H])[C@@]([H])(C([H])([H])[H])O[C@]([H])(C([H])([H])[C@]2([H])O[H])O[C@]3([H])[C@@]([H])(C([H])([H])[H])O[C@]([H])(C([H])([H])[C@]3([H])O[H])O[C@@]4([H])C([H])([H])C([H])([H])[C@@]5(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]6([H])[C@]5([H])C([H])([H])C([H])([H])[C@]7(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]67O[H])C8=C([H])C(=O)OC8([H])[H])C4([H])[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8Y,9N,10N,11N,12N,22N,33N",C([H])([H])([H])[C@]1([H])[C@]([H])([C@]([H])(C([H])([H])[C@@]([H])(O1)O[C@]2([H])[C@@]([H])(C([H])([H])[H])O[C@]([H])(C([H])([H])[C@]2([H])O[H])O[C@]3([H])[C@@]([H])(C([H])([H])[H])O[C@]([H])(C([H])([H])[C@]3([H])O[H])O[C@@]4([H])C([H])([H])C([H])([H])[C@@]5(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]6([H])[C@]5([H])C([H])([H])[C@]([H])([C@]7(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]67O[H])C8=C([H])C(=O)OC8([H])[H])O[H])C4([H])[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C([H])C2=C(N([H])N([H])[H])N=NC(=C2C([H])=C1[H])N([H])N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3(N1C(=O)[C@](C([H])(C([H])([H])[H])C([H])([H])[H])(N([H])C(=O)[C@]4([H])C([H])([H])[C@]5([H])C6=C([H])C([H])=C([H])C7=C6C(=C([H])N7[H])C([H])([H])[C@@]5([H])N(C([H])([H])[H])C4([H])[H])O3)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])N1C([H])([H])C([H])([H])[C@@]23[C@@]4([H])C([H])([H])C([H])([H])[C@@]([H])([C@]2([H])OC5=C3C(=C([H])C([H])=C5OC([H])([H])[H])C([H])([H])[C@]41[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])(C([H])([H])[H])[C@@]1([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3(N1C(=O)[C@](C([H])(C([H])([H])[H])C([H])([H])[H])(N([H])C(=O)[C@]4([H])C([H])([H])[C@]5([H])C6=C([H])C([H])=C([H])C7=C6C(=C([H])N7[H])C([H])([H])[C@@]5([H])N(C([H])([H])[H])C4([H])[H])O3)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])(C([H])([H])[H])[C@@]1(C(=O)N2[C@@]([H])(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])C(=O)N4C([H])([H])C([H])([H])C([H])([H])[C@@]4([H])[C@]2(O[H])O1)N([H])C(=O)[C@]5([H])C([H])([H])[C@]6([H])C7=C([H])C([H])=C([H])C8=C7C(=C([H])N8[H])C([H])([H])[C@@]6([H])N(C([H])([H])[H])C5([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@@]1(C(=O)N2[C@@]([H])(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])C(=O)N4C([H])([H])C([H])([H])C([H])([H])[C@@]4([H])[C@]2(O[H])O1)N([H])C(=O)[C@]5([H])C([H])([H])[C@]6([H])C7=C([H])C([H])=C([H])C8=C7C(=C([H])N8[H])C([H])([H])[C@@]6([H])N(C([H])([H])[H])C5([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@@]1([H])[C@](C([H])([H])O[H])([C@]([H])([C@@]([H])(O1)O[C@]2([H])[C@]([H])([C@@]([H])([C@]([H])([C@@]([H])([C@@]2([H])O[H])O[H])N([H])C(=N[H])N([H])[H])O[H])N([H])C(=N[H])N([H])[H])O[C@@]3([H])[C@]([H])([C@@]([H])([C@]([H])([C@]([H])(C([H])([H])O[H])O3)O[H])O[H])N([H])C([H])([H])[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23N,24N,25N,26N,22N,33N",C([H])([H])([H])C([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])/C(/[H])=C(\[H])/[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])/C(=C(\[H])/C(/[H])=C/3\C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[H])O[H])/C([H])([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])N=C2C(=C1[H])C(=C([H])C(=C2O[H])I)I
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N(C1=C([H])C([H])=C(C([H])=C1[H])OC(=O)C2=C([H])C([H])=C([H])O2)C(=O)C([H])(Cl)Cl
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C(=O)O[C@]1([H])[C@]([H])(C2=C([H])C([H])=C(C([H])=C2[H])OC([H])([H])[H])SC3=C(C([H])=C([H])C([H])=C3[H])N(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C1=O
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])OC1=C([H])C2=C(C([H])=C1[H])N=C(N(C([H])([H])[H])C([H])([H])[H])S2
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C2=C([H])C([H])=C([H])C([H])=C2[H].C([H])([H])([H])N1C2=C(C(=O)N(C([H])([H])[H])C1=O)N=C(Cl)N2[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20N,22N,33N",C([H])([H])(C([H])(C([H])([H])S[H])S[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20N,22N,33N",C([H])(C([H])(C(=O)O[H])S[H])(C(=O)O[H])S[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20Y,21N,18N",C([H])([H])([H])OC(=O)/C(/[H])=C(\[H])/C(=O)OC([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])S(=O)C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])(C1=NC([H])=C([H])C([H])=C1[H])C2=C(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3=C2C([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])(C([H])([H])N1C2=C(C([H])=C([H])C([H])=C2[H])SC3=C([H])C([H])=C(C([H])=C31)S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16Y",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(/C(/[H])=C(\[H])/[C@]1([H])[C@@]([H])(C([H])([H])/C(/[H])=C(/[H])\C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])[C@]([H])(C([H])([H])[C@@]1([H])O[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23N,24N,25N,26N,22N,33N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(/C(/[H])=C(\[H])/[C@]1([H])[C@@]([H])(C([H])([H])/C(/[H])=C(/[H])\C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])[C@]([H])(C([H])([H])[C@@]1([H])O[H])O[H])O[H].C([H])([H])(C(C([H])([H])O[H])(C([H])([H])O[H])N([H])[H])O[H]
,Intermediate (Class II),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23N,24N,25N,26Y",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(/C(/[H])=C(\[H])/[C@]1([H])[C@@]([H])(C([H])([H])/C(/[H])=C(/[H])\C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])C(=O)C([H])([H])[C@@]1([H])O[H])O[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@@]1([H])[C@@]([H])([C@]([H])([C@]([H])([C@]([H])(OC([H])([H])[C@]2([H])[C@]([H])([C@@]([H])([C@]([H])([C@]([H])(OC3=C([H])C4=C(C(=C3[H])O[H])C(=O)C([H])=C(C5=C([H])C(=C(C([H])=C5[H])OC([H])([H])[H])O[H])O4)O2)O[H])O[H])O[H])O1)O[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])OC1=C([H])C([H])=C(C(=C1[H])O[H])C(=O)C2=C(C([H])=C([H])C([H])=C2[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C(=S)SSC(=S)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])[N+]1(C([H])([H])[H])C([H])([H])C([H])([H])C(=C(C2=C([H])C([H])=C([H])C([H])=C2[H])C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])([H])C1([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C2=C([H])C([H])=C([H])C([H])=C2[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])(C3=C([H])C([H])=C([H])C([H])=C3[H])O[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])C([H])([H])OC(=O)C1(C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C(C#N)(C2=C([H])C([H])=C([H])C([H])=C2[H])C3=C([H])C([H])=C([H])C([H])=C3[H])C4=C([H])C([H])=C([H])C([H])=C4[H]
